"file_path","label","target","start_sec","duration_sec","rms_dbfs","split","source_dataset","source_folder","source_file"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_ccfecf33c5.mp3","bicycle","1","20.0","2.0","-32.431","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211027_S_202_C_003_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_07a155be78.mp3","bicycle","1","24.0","2.0","-41.919","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_013_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_d2ba67321d.mp3","bicycle","1","26.0","2.0","-39.758","test","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_025_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_1e1f97f574.mp3","bicycle","1","24.0","2.0","-25.817","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211016_S_202_D_004_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_cc4b0a8988.mp3","bicycle","1","24.0","2.0","-30.043","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_018_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_6831222afa.mp3","bicycle","1","20.0","2.0","-23.461","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211113_S_202_C_001_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_7805552bc5.mp3","bicycle","1","4.0","2.0","-18.838","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_026_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_174c70186b.mp3","bicycle","1","12.0","2.0","-38.92","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_039_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_ba4319092d.mp3","bicycle","1","16.0","2.0","-31.927","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_D_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_405eb77b85.mp3","bicycle","1","26.0","2.0","-32.692","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_C_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_ae3da78d38.mp3","bicycle","1","24.0","2.0","-25.31","val","soundkey_dataset::bicycle","Validation/원본데이터/bicycle","AI174_2.자전거_S-211016_S_202_C_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_3352b3645b.mp3","bicycle","1","18.0","2.0","-36.816","test","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_023_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_ae0b4fd6e2.mp3","bicycle","1","6.0","2.0","-19.226","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211027_S_202_C_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_405eb77b85.mp3","bicycle","1","12.0","2.0","-26.027","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_C_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_f00fe43ec3.mp3","bicycle","1","18.0","2.0","-30.837","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211027_S_202_C_006_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_4b30a8f39c.mp3","bicycle","1","14.0","2.0","-28.177","test","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211031_S_202_C_003_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_88b6cd6564.mp3","bicycle","1","26.0","2.0","-24.795","train","soundkey_dataset::bicycle","Validation/원본데이터/bicycle","AI174_2.자전거_S-211016_S_202_C_008_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_ccfecf33c5.mp3","bicycle","1","22.0","2.0","-30.689","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211027_S_202_C_003_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_ba4319092d.mp3","bicycle","1","10.0","2.0","-29.111","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_D_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_405eb77b85.mp3","bicycle","1","0.0","2.0","-24.725","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_C_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_93876191b4.mp3","bicycle","1","0.0","2.0","-24.725","test","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211031_S_202_C_001_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_2a4e4e62df.mp3","bicycle","1","14.0","2.0","-30.258","val","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_003_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_e35e034ec4.mp3","bicycle","1","14.0","2.0","-29.973","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211027_S_202_C_009_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_68ed582dcf.mp3","bicycle","1","22.0","2.0","-38.149","val","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211027_S_202_C_008_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_d2ba67321d.mp3","bicycle","1","24.0","2.0","-32.939","test","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_025_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_57d81ea4e0.mp3","bicycle","1","22.0","2.0","-36.101","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211027_S_202_C_010_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_7805552bc5.mp3","bicycle","1","2.0","2.0","-18.787","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_026_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_4aa58497ac.mp3","bicycle","1","4.0","2.0","-18.838","train","soundkey_dataset::bicycle","Validation/원본데이터/bicycle","AI174_2.자전거_S-211016_S_202_C_009_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_c8231e5e39.mp3","bicycle","1","12.0","2.0","-29.967","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_036_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_3352b3645b.mp3","bicycle","1","0.0","2.0","-24.725","test","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_023_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_6caec19aca.mp3","bicycle","1","4.0","2.0","-18.838","test","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211027_S_202_C_007_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_a65f576352.mp3","bicycle","1","10.0","2.0","-27.291","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_028_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_ae3da78d38.mp3","bicycle","1","12.0","2.0","-29.904","val","soundkey_dataset::bicycle","Validation/원본데이터/bicycle","AI174_2.자전거_S-211016_S_202_C_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_e98aadb79c.mp3","bicycle","1","8.0","2.0","-27.51","train","soundkey_dataset::bicycle","Validation/원본데이터/bicycle","AI174_2.자전거_S-211016_S_202_C_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_1a881469e5.mp3","bicycle","1","30.0","2.0","-34.395","val","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_C_006_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_e14e52210c.mp3","bicycle","1","12.0","2.0","-20.55","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211021_S_202_C_003_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_a3c755c30e.mp3","bicycle","1","36.0","2.0","-26.733","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_D_007_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_5b4d07f2c7.mp3","bicycle","1","10.0","2.0","-25.51","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_030_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_ccfecf33c5.mp3","bicycle","1","18.0","2.0","-30.819","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211027_S_202_C_003_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_8acccd8358.mp3","bicycle","1","18.0","2.0","-26.436","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211024_S_202_C_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_4eab781bf1.mp3","bicycle","1","14.0","2.0","-28.789","test","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_020_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_775f8e0909.mp3","bicycle","1","32.0","2.0","-21.637","train","soundkey_dataset::bicycle","Validation/원본데이터/bicycle","AI174_2.자전거_S-211016_S_202_C_004_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_c8231e5e39.mp3","bicycle","1","6.0","2.0","-19.226","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_036_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_1bc9f62fef.mp3","bicycle","1","20.0","2.0","-28.994","val","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_009_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_c8231e5e39.mp3","bicycle","1","4.0","2.0","-18.838","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_036_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_588432c8bc.mp3","bicycle","1","26.0","2.0","-43.095","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_C_007_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_62187e7b40.mp3","bicycle","1","14.0","2.0","-39.989","test","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_014_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_4eab781bf1.mp3","bicycle","1","0.0","2.0","-24.725","test","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_020_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_174c70186b.mp3","bicycle","1","20.0","2.0","-28.159","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_039_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_a3b7cbec6d.mp3","bicycle","1","24.0","2.0","-36.597","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_017_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_947db8540c.mp3","bicycle","1","0.0","2.0","-24.725","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211113_S_202_C_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_545fccc303.mp3","bicycle","1","0.0","2.0","-24.725","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_033_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_3352b3645b.mp3","bicycle","1","10.0","2.0","-36.002","test","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_023_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_dda56ae558.mp3","bicycle","1","2.0","2.0","-18.787","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_004_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_aa5901dfe5.mp3","bicycle","1","8.0","2.0","-29.95","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_022_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_0e83dd3e48.mp3","bicycle","1","10.0","2.0","-27.671","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211027_S_202_C_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_947db8540c.mp3","bicycle","1","34.0","2.0","-18.947","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211113_S_202_C_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_1a881469e5.mp3","bicycle","1","4.0","2.0","-18.838","val","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_C_006_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_3cbbf9c2eb.mp3","bicycle","1","6.0","2.0","-19.226","test","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_011_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_b5bf57a847.mp3","bicycle","1","12.0","2.0","-25.985","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_027_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_041a5f3cd2.mp3","bicycle","1","12.0","2.0","-27.996","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_038_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_b5bf57a847.mp3","bicycle","1","0.0","2.0","-24.725","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_027_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_a2d5a3b7dd.mp3","bicycle","1","32.0","2.0","-24.288","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_D_001_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_6d5ceaebd0.mp3","bicycle","1","32.0","2.0","-26.973","val","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_D_006_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_d2c051db8d.mp3","bicycle","1","12.0","2.0","-31.845","val","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_031_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_693ffddf9b.mp3","bicycle","1","24.0","2.0","-36.532","test","soundkey_dataset::bicycle","Validation/원본데이터/bicycle","AI174_2.자전거_S-211016_S_202_C_006_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_2a4e4e62df.mp3","bicycle","1","10.0","2.0","-32.763","val","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_003_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_1a2cdb63df.mp3","bicycle","1","16.0","2.0","-32.924","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_015_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_69b23f765f.mp3","bicycle","1","28.0","2.0","-25.32","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211021_S_202_C_001_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_4705369782.mp3","bicycle","1","8.0","2.0","-23.948","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_D_004_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_88536d51de.mp3","bicycle","1","4.0","2.0","-18.838","train","soundkey_dataset::bicycle","Validation/원본데이터/bicycle","AI174_2.자전거_S-211015_S_202_C_004_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_d2ba67321d.mp3","bicycle","1","2.0","2.0","-18.787","test","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_025_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_cc4b0a8988.mp3","bicycle","1","20.0","2.0","-35.248","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_018_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_a65f576352.mp3","bicycle","1","2.0","2.0","-18.787","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_028_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_0e83dd3e48.mp3","bicycle","1","24.0","2.0","-30.952","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211027_S_202_C_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_4eab781bf1.mp3","bicycle","1","16.0","2.0","-30.129","test","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_020_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_41090b2be5.mp3","bicycle","1","28.0","2.0","-36.35","val","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_034_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_aa5901dfe5.mp3","bicycle","1","12.0","2.0","-35.324","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_022_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_947db8540c.mp3","bicycle","1","14.0","2.0","-19.605","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211113_S_202_C_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_4705369782.mp3","bicycle","1","20.0","2.0","-21.841","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_D_004_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_f632f9f496.mp3","bicycle","1","0.0","2.0","-24.725","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_019_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_8acccd8358.mp3","bicycle","1","8.0","2.0","-28.407","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211024_S_202_C_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_405eb77b85.mp3","bicycle","1","10.0","2.0","-21.873","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_C_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_5b4d07f2c7.mp3","bicycle","1","12.0","2.0","-26.441","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_030_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_76a9c4ebeb.mp3","bicycle","1","18.0","2.0","-23.092","val","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_ba4319092d.mp3","bicycle","1","6.0","2.0","-19.226","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_D_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_f8b05cad48.mp3","bicycle","1","22.0","2.0","-21.546","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_C_009_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_e14e52210c.mp3","bicycle","1","0.0","2.0","-24.725","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211021_S_202_C_003_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_c6fb3b0671.mp3","bicycle","1","12.0","2.0","-21.504","train","soundkey_dataset::bicycle","Validation/원본데이터/bicycle","AI174_2.자전거_S-211016_S_202_C_003_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_ae0b4fd6e2.mp3","bicycle","1","16.0","2.0","-27.895","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211027_S_202_C_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_0f5d3744d3.mp3","bicycle","1","30.0","2.0","-24.868","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211031_S_202_C_002_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_f8b05cad48.mp3","bicycle","1","0.0","2.0","-24.725","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_C_009_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_69b23f765f.mp3","bicycle","1","30.0","2.0","-26.802","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211021_S_202_C_001_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_f00fe43ec3.mp3","bicycle","1","6.0","2.0","-19.226","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211027_S_202_C_006_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_cb03fec818.mp3","bicycle","1","14.0","2.0","-29.3","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_C_008_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_d36426a885.mp3","bicycle","1","26.0","2.0","-23.576","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_D_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_d5ba265c12.mp3","bicycle","1","8.0","2.0","-23.05","test","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211024_S_202_C_006_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_a3b7cbec6d.mp3","bicycle","1","6.0","2.0","-19.226","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_017_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_a3b7cbec6d.mp3","bicycle","1","18.0","2.0","-36.441","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_017_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_a3c755c30e.mp3","bicycle","1","30.0","2.0","-28.564","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_D_007_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_545fccc303.mp3","bicycle","1","20.0","2.0","-40.529","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_033_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_f54b5af060.mp3","bicycle","1","0.0","2.0","-24.725","val","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211105_S_202_C_035_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_405eb77b85.mp3","bicycle","1","22.0","2.0","-27.082","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_C_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_d36426a885.mp3","bicycle","1","10.0","2.0","-22.783","train","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211017_S_202_D_005_0001.mp3"
"datasets\soundkey_balanced_v2\audio\bicycle\soundkey_dataset__bicycle_68ed582dcf.mp3","bicycle","1","18.0","2.0","-34.918","val","soundkey_dataset::bicycle","Training/원본데이터/bicycle","AI174_2.자전거_S-211027_S_202_C_008_0001.mp3"
